Bag7_Timestamp,Bag7_PosX,Bag7_PosY,Bag7_PosZ,Bag3_Closest_Timestamp,Bag3_PosX,Bag3_PosY,Bag3_PosZ,Distance
1540821848.53895,6.09128106330128,-4.06550023853394,0.20530959942509,4935.407704125,6.35489488423106,-4.12429528661483,0.32788384995592,0.2966033566182734
1540821848.54095,6.09661666357987,-4.07273803333409,0.206018535654511,4935.409704124,6.35183104836499,-4.13705517546126,0.32800315222281,0.2900884755586968
1540821848.54295,6.10196429659827,-4.07995464885248,0.206720165007752,4935.409704124,6.35183104836499,-4.13705517546126,0.32800315222281,0.28355498014540237
1540821848.54495,6.10732389638236,-4.08714992777885,0.207414589459674,4935.411704125,6.34879924945836,-4.14979318749702,0.328117709044102,0.2771349259994302
1540821848.54695,6.11269538960037,-4.09432370834535,0.208101911329129,4935.411704125,6.34879924945836,-4.14979318749702,0.328117709044102,0.2706024527944275
1540821848.54895,6.11807869588466,-4.10147582456514,0.208782233279677,4935.411704125,6.34879924945836,-4.14979318749702,0.328117709044102,0.2642110845100324
1540821848.55095,6.1234737281535,-4.10860610647099,0.209455658320306,4935.413704124,6.34579963055929,-4.16250896655734,0.328227502166175,0.2577616652968102
1540821848.55295,6.12888039293292,-4.1157143803539,0.210122289806162,4935.413704124,6.34579963055929,-4.16250896655734,0.328227502166175,0.2513812446006275
1540821848.55495,6.13429859067843,-4.1228004690017,0.210782231439263,4935.415704125,6.34283232663072,-4.1752021603005,0.328332510918204,0.24505167717600163
1540821848.55695,6.13972821609686,-4.12986419193764,0.211435587269222,4935.415704125,6.34283232663072,-4.1752021603005,0.328332510918204,0.23868745641448771
1540821848.55895,6.14516915846812,-4.13690536565905,0.212082461693973,4935.415704125,6.34283232663072,-4.1752021603005,0.328332510918204,0.2324896696038816
1540821848.56095,6.15062130196703,-4.14392380387585,0.21272295946049,4935.417704124,6.33989746462223,-4.18787242020328,0.328432712214965,0.2261541366172086
1540821848.56295,6.15608452598508,-4.15091931774927,0.213357185665506,4935.417704124,6.33989746462223,-4.18787242020328,0.328432712214965,0.2199888747233288
1540821848.56495,6.16155870545222,-4.15789171613036,0.213985245756242,4935.419704124,6.33699516354194,-4.20051940155643,0.328528080559645,0.21381097117933365
1540821848.56695,6.1670437111587,-4.16484080579866,0.214607245531122,4935.419704124,6.33699516354194,-4.20051940155643,0.328528080559645,0.20768826403052928
1540821848.56895,6.17253941007678,-4.17176639170076,0.215223291140498,4935.421704125,6.33412553452831,-4.21314276346011,0.328618588046649,0.2016942565262267
1540821848.57095,6.17804566568261,-4.17866827718893,0.215833489087371,4935.421704125,6.33412553452831,-4.21314276346011,0.328618588046649,0.19562692608587057
1540821848.57295,6.18356233827796,-4.18554626425974,0.216437946228114,4935.421704125,6.33412553452831,-4.21314276346011,0.328618588046649,0.18977707773083644
1540821848.57495,6.18908928531204,-4.19240015379264,0.217036769773192,4935.423704124,6.33128868092205,-4.22574216881941,0.328704204364405,0.1838531316733017
1540821848.57695,6.19462636170328,-4.19922974578857,0.217630067287885,4935.423704124,6.33128868092205,-4.22574216881941,0.328704204364405,0.1780925658092239
1540821848.57895,6.20017342016113,-4.20603483960857,0.21821794669301,4935.425704125,6.32848469833796,-4.23831728433971,0.328784896798176,0.1724267693855837
1540821848.58095,6.20573031150785,-4.21281523421238,0.218800516265642,4935.425704125,6.32848469833796,-4.23831728433971,0.328784896798176,0.1667799688447583
1540821848.58295,6.2112968850003,-4.21957072839708,0.219377884639836,4935.425704125,6.32848469833796,-4.23831728433971,0.328784896798176,0.16141347918927884
1540821848.58495,6.21687298865174,-4.22630112103564,0.21995016080735,4935.427704124,6.32571367473675,-4.25086778052225,0.328860630232866,0.15592083265642534
1540821848.58695,6.22245846955361,-4.23300621131557,0.220517454118364,4935.427704124,6.32571367473675,-4.25086778052225,0.328860630232866,0.15072795647296316
1540821848.58895,6.22805317419732,-4.2396857989775,0.221079874282206,4935.429704125,6.32297569049694,-4.26339333165951,0.328931367155825,0.14561687993357286
1540821848.59095,6.23365694879607,-4.2463396845538,0.22163753136807,4935.429704125,6.32297569049694,-4.26339333165951,0.328931367155825,0.14064363368699834
1540821848.59295,6.23926963960661,-4.25296766960719,0.222190535805739,4935.431704124,6.3202708184867,-4.27589361583071,0.328997067659661,0.13599421030643516
1540821848.59495,6.24489109325104,-4.25956955696932,0.222738998386309,4935.431704124,6.3202708184867,-4.27589361583071,0.328997067659661,0.1312987248986606
1540821848.59695,6.25052115703861,-4.26614515097941,0.223283030262908,4935.431704124,6.3202708184867,-4.27589361583071,0.328997067659661,0.12702560978716962
1540821848.59895,6.25615967928752,-4.27269425772284,0.223822742951417,4935.433704125,6.3175991241357,-4.28836831489726,0.329057689445044,0.12286120386467052
1540821848.60095,6.26180650964668,-4.27921668526974,0.224358248331196,4935.433704125,6.3175991241357,-4.28836831489726,0.329057689445044,0.11898966814775058
1540821848.60295,6.26746149941753,-4.28571224391363,0.224889658645803,4935.435704124,6.31496066550695,-4.30081711449822,0.329113187823516,0.11552866280202977
1540821848.60495,6.27312450187583,-4.29218074641,0.225417086503716,4935.435704124,6.31496066550695,-4.30081711449822,0.329113187823516,0.11215049206334908
1540821848.60695,6.27879537259346,-4.29862200821492,0.225940644879054,4935.435704124,6.31496066550695,-4.30081711449822,0.329113187823516,0.10934953370152246
1540821848.60895,6.28447396976016,-4.30503584772365,0.226460447112303,4935.437704124,6.31235549336869,-4.31323970404575,0.329163515720298,0.10673613689273746
1540821848.61095,6.29016015450539,-4.31142208650926,0.22697660691103,4935.437704124,6.31235549336869,-4.31323970404575,0.329163515720298,0.10458537724155959
1540821848.61295,6.2958537912201,-4.31778054956119,0.227489238350615,4935.439704125,6.30978365126623,-4.32563577672061,0.329208623677096,0.1029688251162844
1540821848.61495,6.30155474787848,-4.32411106552392,0.227998455874962,4935.439704125,6.30978365126623,-4.32563577672061,0.329208623677096,0.10155558902263503
1540821848.61695,6.30726289635983,-4.33041346693553,0.228504374297231,4935.439704125,6.30978365126623,-4.32563577672061,0.329208623677096,0.10084902762173731
1540821848.61895,6.31297811277027,-4.33668759046632,0.229007108800552,4935.441704124,6.30724517559379,-4.33800502946756,0.329248459854911,0.10041379723621
1540821848.62095,6.3187002777646,-4.34293327715741,0.22950677493875,4935.441704124,6.30724517559379,-4.33800502946756,0.329248459854911,0.10051821079262684
1540821848.62295,6.32442927686806,-4.34915037265936,0.230003488637069,4935.443704125,6.30474009566637,-4.35034716299088,0.329282970036847,0.10122011455486252
1540821848.62495,6.3301650007981,-4.35533872747075,0.230497366192888,4935.443704125,6.30474009566637,-4.35034716299088,0.329282970036847,0.10212706322875346
1540821848.62695,6.33590734578624,-4.36149819717683,0.23098852427645,4935.443704125,6.30474009566637,-4.35034716299088,0.329282970036847,0.10371856685663573
