Timestamp,PosX,PosY,PosZ,OriX,OriY,OriZ,OriW
4908.791704125,7.60671347395862,0.246221449460932,-0.880823587767568,0.00211947431436084,-0.00972556493216951,0.90295795478222,-0.429613609084829
4908.793704124,7.60668919163082,0.246246215953204,-0.880815170689076,0.0021594334344621,-0.00969556804735513,0.902967103434794,-0.429594859049848
4908.795704125,7.60666536072954,0.246270702230251,-0.880807258137499,0.00219605728290398,-0.00966906712488845,0.902974815317832,-0.429579060680421
4908.797704124,7.60664191927905,0.246294931296639,-0.880799838858038,0.00222954211049035,-0.00964584101074289,0.902981240961175,-0.429565903401783
4908.799704125,7.60661880981919,0.246318924681966,-0.880792900580559,0.00226007722670692,-0.00962567714083198,0.902986522239892,-0.429555094305277
4908.801704124,7.60659597927959,0.246342702483531,-0.880786430070163,0.0022878451176243,-0.00960837137212795,0.902990792611474,-0.429546357711477
4908.803704124,7.60657337885399,0.246366283409003,-0.880780413177762,0.00231302156390684,-0.00959372781382027,0.90299417735005,-0.429539434731884
4908.805704125,7.60655096387447,0.246389684819097,-0.88077483489066,0.00233577575896252,-0.00958155865855938,0.902996793777932,-0.42953408282935
4908.807704124,7.60652869368577,0.246412922770242,-0.880769679383125,0.00235627042726317,-0.00957168401382477,0.902998751494787,-0.429530075377347
4908.809704125,7.60650653151951,0.246436012057257,-0.880764930066964,0.00237466194285984,-0.00956393173345047,0.903000152604696,-0.429527201218212
4908.811704124,7.6064844443685,0.246458966256015,-0.880760569642102,0.0023911004481131,-0.0095581372493354,0.90300109194136,-0.42952526422049
4908.813704125,7.606462402861,0.246481797766122,-0.880756580147158,0.00240572997265356,-0.00955414340336111,0.903001657291657,-0.429524082835465
4908.815704124,7.60644038113499,0.246504517853586,-0.880752943010015,0.00241868855258467,-0.00955180027953427,0.903001929617778,-0.429523489652981
4908.817704125,7.60641835671244,0.246527136693485,-0.880749639098406,0.00243010834993499,-0.00955096503636795,0.903001983278105,-0.429523330956645
4908.819704124,7.6063963103736,0.246549663412644,-0.880746648770482,0.00244011577236509,-0.00955150173951022,0.903001886247013,-0.429523466278473
4908.821704124,7.60637422603122,0.246572106132302,-0.880743951925389,0.0024488315931294,-0.00955328119462719,0.903001700333747,-0.429523767953074
4908.823704125,7.6063520906049,0.246594472010789,-0.880741528053848,0.00245637107129327,-0.0095561807805415,0.903001481400503,-0.429524120671409
4908.825704124,7.6063298938953,0.24661676728619,-0.880739356288727,0.00246284407219967,-0.00956008428262785,0.903001279579832,-0.429524421034208
4908.827704125,7.60630762845844,0.246638997319022,-0.880737415455619,0.00246835518818087,-0.00956488172646099,0.903001139491491,-0.429524577105074
4908.829704124,7.60628528947995,0.246661166634904,-0.880735684123418,0.00247300385950606,-0.00957046921171249,0.903001100458815,-0.429524507963339
4908.831704125,7.60626287464939,0.24668327896723,-0.880734140654892,0.00247688449555631,-0.00957674874628812,0.903001196724706,-0.429524143256692
4908.833704124,7.60624038403445,0.246705337299836,-0.880732763257262,0.00248008659621494,-0.0095836280806976,0.903001457667311,-0.429523422753635
4908.835704125,7.60621781995529,0.246727343909677,-0.880731530032779,0.00248269487346139,-0.00959102054264631,0.903001908015447,-0.429522295895776
4908.837704124,7.60619518685876,0.246749300409495,-0.880730419029297,0.00248478937315557,-0.00959884487183732,0.903002568063827,-0.429520721350007
4908.839704125,7.60617249119272,0.246771207790491,-0.88072940829085,0.00248644559699812,-0.0096070250549716,0.903003453888141,-0.429518666560576
4908.841704125,7.60614974128026,0.246793066464999,-0.880728475908227,0.00248773462465269,-0.00961549016093281,0.903004577560013,-0.429516107301071
4908.843704124,7.60612694719402,0.246814876309152,-0.880727600069552,0.00248872323601472,-0.00962417417614339,0.903005947361889,-0.429513027226346
